,gameid,teamname,gamelength,result,game,patch,playoffs,ckpm,side,ban1,ban2,ban3,ban4,ban5,teamkills,teamdeaths,firstblood,team kpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
6274,ESPORTSTMNT01_2695708,LOUD,2320,1,1,12.01,0,0.931,Blue,Gwen,Diana,Jinx,Vex,Tryndamere,19,17,0.0,0.4914,0.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,3.0,1.0,1.0,6.0,3.0,1.0,0.0,97484.0,2521.1379,2699.431,2753.9224,167.0,4.319,64.0,1.6552,75.0,357.0,9.2328,71210,46170.0,1194.0517,62900.0,0.032967,,946.0,257.0,,,31.1121,16289.0,18712.0,342.0,15641.0,17452.0,310.0,648.0,1260.0,32.0,2.0,2.0,3.0,3.0,5.0,2.0,25947.0,29905.0,522.0,24288.0,29356.0,511.0,1659.0,549.0,11.0,4.0,4.0,4.0,4.0,6.0,4.0
6275,ESPORTSTMNT01_2695708,FURIA,2320,0,1,12.01,0,0.931,Red,Lee Sin,Thresh,Twisted Fate,Kai'Sa,Caitlyn,17,19,1.0,0.4397,1.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,9.0,0.0,0.0,3.0,6.0,0.0,1.0,73545.0,1902.0259,3437.8448,2553.1552,138.0,3.569,69.0,1.7845,57.0,330.0,8.5345,64612,39572.0,1023.4138,60860.0,-0.032967,,883.0,242.0,,,29.0948,15641.0,17452.0,310.0,16289.0,18712.0,342.0,-648.0,-1260.0,-32.0,3.0,5.0,2.0,2.0,2.0,3.0,24288.0,29356.0,511.0,25947.0,29905.0,522.0,-1659.0,-549.0,-11.0,4.0,6.0,4.0,4.0,4.0,4.0
6310,ESPORTSTMNT01_2695774,Netshoes Miners,2152,1,1,12.01,0,0.7807,Blue,Jinx,Twisted Fate,Caitlyn,Viktor,Syndra,21,7,0.0,0.5855,1.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,10.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,77102.0,2149.684,2806.6171,2277.7695,136.0,3.7918,51.0,1.4219,57.0,287.0,8.0019,72544,49215.0,1372.1654,67825.0,0.157798,,1003.0,266.0,,,35.381,15057.0,18713.0,341.0,16449.0,19211.0,380.0,-1392.0,-498.0,-39.0,0.0,0.0,1.0,1.0,1.0,0.0,24237.0,30459.0,526.0,24766.0,30058.0,589.0,-529.0,401.0,-63.0,3.0,11.0,2.0,2.0,4.0,3.0
6311,ESPORTSTMNT01_2695774,Flamengo Esports,2152,0,1,12.01,0,0.7807,Red,Nidalee,Corki,Diana,Lee Sin,Jayce,7,21,1.0,0.1952,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,10.0,0.0,0.0,3.0,2.0,0.0,2.0,53023.0,1478.3364,2856.3011,2499.4238,117.0,3.2621,63.0,1.7565,51.0,288.0,8.0297,59163,35834.0,999.0892,57905.0,-0.157798,,1064.0,207.0,,,35.4368,16449.0,19211.0,380.0,15057.0,18713.0,341.0,1392.0,498.0,39.0,1.0,1.0,0.0,0.0,0.0,1.0,24766.0,30058.0,589.0,24237.0,30459.0,526.0,529.0,-401.0,63.0,2.0,4.0,3.0,3.0,11.0,2.0
6334,ESPORTSTMNT01_2695807,KaBuM! e-Sports,1587,1,1,12.01,0,0.8318,Blue,Ziggs,Renekton,Twisted Fate,Jhin,Ezreal,15,8,0.0,0.5671,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,65965.0,2493.9509,2833.8752,2803.327,84.0,3.1758,35.0,1.3233,37.0,169.0,6.3894,51114,33545.0,1268.242,43250.0,0.133827,,729.0,176.0,,,34.2155,15328.0,18545.0,322.0,16012.0,18632.0,314.0,-684.0,-87.0,8.0,2.0,3.0,3.0,3.0,6.0,2.0,24028.0,29997.0,531.0,23282.0,28656.0,494.0,746.0,1341.0,37.0,2.0,3.0,3.0,3.0,6.0,2.0
6335,ESPORTSTMNT01_2695807,INTZ,1587,0,1,12.01,0,0.8318,Red,Corki,Jayce,Akali,Kennen,Jax,7,15,1.0,0.2647,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,6.0,0.0,1.0,46843.0,1771.0019,3258.7902,2061.9282,81.0,3.0624,35.0,1.3233,37.0,190.0,7.1834,40224,22655.0,856.5217,37825.0,-0.133827,,661.0,144.0,,,30.4348,16012.0,18632.0,314.0,15328.0,18545.0,322.0,684.0,87.0,-8.0,3.0,6.0,2.0,2.0,3.0,3.0,23282.0,28656.0,494.0,24028.0,29997.0,531.0,-746.0,-1341.0,-37.0,3.0,6.0,2.0,2.0,3.0,3.0
6358,ESPORTSTMNT01_2695835,Rensga eSports,2336,0,1,12.01,0,0.7962,Blue,Lee Sin,Leona,Twisted Fate,Nautilus,Rakan,14,17,0.0,0.3596,0.0,2.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,8.0,0.0,0.0,2.0,8.0,1.0,1.0,100827.0,2589.7346,2808.75,2805.7705,130.0,3.339,69.0,1.7723,62.0,329.0,8.4503,71641,46440.0,1192.8082,64350.0,-0.0362388,,969.0,234.0,,,30.899,14505.0,16690.0,284.0,17115.0,18397.0,321.0,-2610.0,-1707.0,-37.0,1.0,2.0,5.0,5.0,16.0,1.0,23079.0,28883.0,487.0,25992.0,28800.0,510.0,-2913.0,83.0,-23.0,2.0,4.0,5.0,5.0,16.0,2.0
6359,ESPORTSTMNT01_2695835,RED Canids,2336,1,1,12.01,0,0.7962,Red,Thresh,Caitlyn,Jinx,Braum,Karma,17,14,1.0,0.4366,1.0,4.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,8.0,6.0,1.0,1.0,8.0,2.0,1.0,1.0,76641.0,1968.5188,3702.5342,2786.661,138.0,3.5445,51.0,1.3099,72.0,321.0,8.2449,71408,46207.0,1186.8236,66725.0,0.0362388,,977.0,287.0,,,32.4658,17115.0,18397.0,321.0,14505.0,16690.0,284.0,2610.0,1707.0,37.0,5.0,16.0,1.0,1.0,2.0,5.0,25992.0,28800.0,510.0,23079.0,28883.0,487.0,2913.0,-83.0,23.0,5.0,16.0,2.0,2.0,4.0,5.0
6610,ESPORTSTMNT01_2696159,Liberty,1655,1,1,12.01,0,0.6888,Blue,Twisted Fate,Leona,Vex,LeBlanc,Akali,16,3,1.0,0.5801,0.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,1.0,1.0,12.0,3.0,3.0,0.0,48273.0,1750.0785,2080.568,1862.9003,90.0,3.2628,42.0,1.5227,32.0,210.0,7.6133,54937,36680.0,1329.7885,48350.0,0.130895,,718.0,200.0,,,33.281,18959.0,19983.0,314.0,14903.0,18382.0,318.0,4056.0,1601.0,-4.0,6.0,9.0,1.0,1.0,1.0,6.0,29765.0,30371.0,512.0,22488.0,28671.0,503.0,7277.0,1700.0,9.0,7.0,11.0,1.0,1.0,1.0,7.0
6611,ESPORTSTMNT01_2696159,Rensga eSports,1655,0,1,12.01,0,0.6888,Red,Gwen,Corki,Thresh,Camille,Renekton,3,16,0.0,0.1088,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,3.0,12.0,0.0,3.0,37477.0,1358.6828,2461.3414,1476.5076,70.0,2.5378,35.0,1.2689,34.0,167.0,6.0544,43579,25322.0,918.0181,42410.0,-0.130895,,792.0,144.0,,,33.9335,14903.0,18382.0,318.0,18959.0,19983.0,314.0,-4056.0,-1601.0,4.0,1.0,1.0,6.0,6.0,9.0,1.0,22488.0,28671.0,503.0,29765.0,30371.0,512.0,-7277.0,-1700.0,-9.0,1.0,1.0,7.0,7.0,11.0,1.0
6634,ESPORTSTMNT01_2696199,RED Canids,2351,1,1,12.01,0,0.8422,Blue,Thresh,Viktor,Corki,Zoe,Jax,20,13,0.0,0.5104,1.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,3.0,9.0,1.0,1.0,95085.0,2426.6695,2996.9375,2528.8813,130.0,3.3177,52.0,1.3271,52.0,342.0,8.7282,71939,46584.0,1188.8728,64610.0,0.0307233,,971.0,275.0,,,31.7992,16084.0,18296.0,301.0,15977.0,17686.0,313.0,107.0,610.0,-12.0,3.0,6.0,2.0,2.0,2.0,3.0,24029.0,28693.0,473.0,25539.0,28932.0,504.0,-1510.0,-239.0,-31.0,5.0,10.0,4.0,4.0,5.0,5.0
6635,ESPORTSTMNT01_2696199,LOUD,2351,0,1,12.01,0,0.8422,Red,Gwen,Lee Sin,Diana,Camille,Jarvan IV,13,20,1.0,0.3318,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,7.0,1.0,1.0,9.0,3.0,1.0,1.0,82509.0,2105.7167,3180.0255,2338.5963,127.0,3.2412,65.0,1.6589,60.0,304.0,7.7584,65014,39659.0,1012.1395,62655.0,-0.0307233,,930.0,249.0,,,30.0893,15977.0,17686.0,313.0,16084.0,18296.0,301.0,-107.0,-610.0,12.0,2.0,2.0,3.0,3.0,6.0,2.0,25539.0,28932.0,504.0,24029.0,28693.0,473.0,1510.0,239.0,31.0,4.0,5.0,5.0,5.0,10.0,4.0
6658,ESPORTSTMNT01_2696249,INTZ,2748,0,1,12.01,0,0.786,Blue,Kai'Sa,Ezreal,Tryndamere,Jayce,Xin Zhao,15,21,0.0,0.3275,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,11.0,9.0,1.0,1.0,3.0,3.0,3.0,1.0,119389.0,2606.7467,3052.8166,3230.1092,170.0,3.7118,57.0,1.2445,67.0,372.0,8.1223,81381,51977.0,1134.869,80755.0,0.0621808,,1104.0,298.0,,,30.6114,15065.0,17699.0,336.0,15191.0,17188.0,304.0,-126.0,511.0,32.0,0.0,0.0,2.0,2.0,5.0,0.0,24136.0,29323.0,536.0,23287.0,28045.0,504.0,849.0,1278.0,32.0,2.0,5.0,2.0,2.0,5.0,2.0
6659,ESPORTSTMNT01_2696249,Netshoes Miners,2748,1,1,12.01,0,0.786,Red,Twisted Fate,Jinx,Caitlyn,Gwen,Renekton,21,15,1.0,0.4585,1.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,9.0,11.0,0.0,0.0,3.0,3.0,1.0,3.0,104718.0,2286.4192,3374.6943,3379.5197,154.0,3.3624,86.0,1.8777,75.0,383.0,8.3624,82072,52668.0,1149.9563,75885.0,-0.0621808,,1236.0,217.0,,,31.7249,15191.0,17188.0,304.0,15065.0,17699.0,336.0,126.0,-511.0,-32.0,2.0,5.0,0.0,0.0,0.0,2.0,23287.0,28045.0,504.0,24136.0,29323.0,536.0,-849.0,-1278.0,-32.0,2.0,5.0,2.0,2.0,5.0,2.0
6682,ESPORTSTMNT01_2696303,Flamengo Esports,2021,0,1,12.01,0,0.9203,Blue,Renekton,Tryndamere,Sylas,Lux,Thresh,11,20,1.0,0.3266,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,4.0,4.0,0.0,2.0,55151.0,1637.338,2518.2484,1885.7397,113.0,3.3548,34.0,1.0094,59.0,193.0,5.7298,57061,35066.0,1041.049,57405.0,0.0077821,,880.0,181.0,,,31.4993,15056.0,18826.0,336.0,14704.0,18214.0,329.0,352.0,612.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,22856.0,29419.0,528.0,24091.0,30950.0,551.0,-1235.0,-1531.0,-23.0,1.0,0.0,1.0,1.0,2.0,1.0
6683,ESPORTSTMNT01_2696303,FURIA,2021,1,1,12.01,0,0.9203,Red,Lee Sin,Corki,Twisted Fate,Jayce,Nautilus,20,11,0.0,0.5938,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,8.0,3.0,1.0,1.0,4.0,4.0,2.0,0.0,62921.0,1868.0158,2675.6853,1701.2865,119.0,3.5329,67.0,1.9891,59.0,338.0,10.0346,63007,41012.0,1217.5755,56960.0,-0.0077821,,857.0,226.0,,,32.1524,14704.0,18214.0,329.0,15056.0,18826.0,336.0,-352.0,-612.0,-7.0,0.0,0.0,1.0,1.0,0.0,0.0,24091.0,30950.0,551.0,22856.0,29419.0,528.0,1235.0,1531.0,23.0,1.0,2.0,1.0,1.0,0.0,1.0
9586,ESPORTSTMNT01_2697844,paiN Gaming,1543,1,1,12.01,0,0.9721,Blue,Gwen,Viktor,Caitlyn,Kennen,Jinx,20,5,1.0,0.7777,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,2.0,1.0,1.0,6.0,2.0,3.0,0.0,68926.0,2680.2074,2805.4569,2285.4828,72.0,2.7997,28.0,1.0888,35.0,170.0,6.6105,53661,36542.0,1420.9462,50070.0,0.279925,,705.0,185.0,,,34.6079,16281.0,17793.0,315.0,15477.0,17262.0,302.0,804.0,531.0,13.0,4.0,8.0,3.0,3.0,2.0,4.0,25249.0,29267.0,536.0,23060.0,28785.0,506.0,2189.0,482.0,30.0,5.0,10.0,3.0,3.0,2.0,5.0
9587,ESPORTSTMNT01_2697844,Liberty,1543,0,1,12.01,0,0.9721,Red,Lee Sin,Thresh,Jayce,Rakan,Braum,5,20,0.0,0.1944,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,0.0,2.0,6.0,0.0,3.0,40045.0,1557.1614,3393.558,2630.3176,60.0,2.3331,24.0,0.9332,26.0,121.0,4.7051,39020,21901.0,851.6267,37775.0,-0.279925,,637.0,136.0,,,30.0583,15477.0,17262.0,302.0,16281.0,17793.0,315.0,-804.0,-531.0,-13.0,3.0,2.0,4.0,4.0,8.0,3.0,23060.0,28785.0,506.0,25249.0,29267.0,536.0,-2189.0,-482.0,-30.0,3.0,2.0,5.0,5.0,10.0,3.0
9682,ESPORTSTMNT01_2697879,paiN Gaming,1889,0,1,12.01,0,0.9529,Blue,Caitlyn,Jayce,Viktor,Zoe,Syndra,8,22,1.0,0.2541,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,0.0,2.0,3.0,0.0,1.0,51047.0,1621.3976,2908.0466,1731.7734,105.0,3.3351,38.0,1.207,46.0,229.0,7.2737,50724,30074.0,955.2356,49215.0,-0.031892,,811.0,182.0,,,31.5405,15498.0,17501.0,302.0,15982.0,17372.0,301.0,-484.0,129.0,1.0,3.0,8.0,5.0,5.0,11.0,3.0,23442.0,29344.0,517.0,24370.0,29590.0,521.0,-928.0,-246.0,-4.0,3.0,8.0,5.0,5.0,11.0,3.0
9683,ESPORTSTMNT01_2697879,KaBuM! e-Sports,1889,1,1,12.01,0,0.9529,Red,Renekton,Corki,Twisted Fate,Jhin,Ziggs,22,8,0.0,0.6988,1.0,5.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,3.0,0.0,1.0,3.0,2.0,1.0,0.0,66609.0,2115.6908,2464.6056,2280.6035,102.0,3.2398,47.0,1.4929,42.0,226.0,7.1784,60342,39692.0,1260.7305,50810.0,0.031892,,820.0,208.0,,,32.6522,15982.0,17372.0,301.0,15498.0,17501.0,302.0,484.0,-129.0,-1.0,5.0,11.0,3.0,3.0,8.0,5.0,24370.0,29590.0,521.0,23442.0,29344.0,517.0,928.0,246.0,4.0,5.0,11.0,3.0,3.0,8.0,5.0
10570,ESPORTSTMNT02_2552109,RED Canids,2241,0,1,12.02,0,0.8568,Blue,Caitlyn,Leona,Jinx,Lulu,Renekton,13,19,1.0,0.3481,0.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,9.0,0.0,0.0,4.0,4.0,0.0,2.0,75135.0,2011.6466,3574.2704,2985.0335,141.0,3.7751,50.0,1.3387,66.0,312.0,8.3534,62522,38287.0,1025.087,59500.0,-0.0478202,,934.0,226.0,,,31.0576,16580.0,17790.0,294.0,16309.0,18726.0,303.0,271.0,-936.0,-9.0,5.0,11.0,5.0,5.0,5.0,5.0,24669.0,29088.0,498.0,24167.0,30912.0,504.0,502.0,-1824.0,-6.0,5.0,11.0,5.0,5.0,5.0,5.0
10571,ESPORTSTMNT02_2552109,Liberty,2241,1,1,12.02,0,0.8568,Red,Twisted Fate,Corki,Gwen,Orianna,Zoe,19,13,0.0,0.5087,1.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,9.0,3.0,1.0,1.0,4.0,4.0,2.0,0.0,95157.0,2547.7108,2801.6332,3341.8474,113.0,3.0254,57.0,1.5261,46.0,288.0,7.7108,69306,45071.0,1206.7202,62415.0,0.0478202,,906.0,245.0,,,30.8166,16309.0,18726.0,303.0,16580.0,17790.0,294.0,-271.0,936.0,9.0,5.0,5.0,5.0,5.0,11.0,5.0,24167.0,30912.0,504.0,24669.0,29088.0,498.0,-502.0,1824.0,6.0,5.0,5.0,5.0,5.0,11.0,5.0
10618,ESPORTSTMNT02_2552154,Netshoes Miners,1981,1,1,12.02,0,0.6966,Blue,Twisted Fate,Thresh,Caitlyn,Gwen,Renekton,15,8,0.0,0.4543,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,9.0,5.0,1.0,0.0,4.0,7.0,2.0,0.0,60417.0,1829.894,2755.4266,2905.9566,122.0,3.6951,44.0,1.3327,44.0,254.0,7.6931,61338,39749.0,1203.9071,55450.0,0.0209567,,830.0,174.0,,,30.4089,14301.0,17563.0,318.0,16875.0,19216.0,360.0,-2574.0,-1653.0,-42.0,0.0,0.0,2.0,2.0,4.0,0.0,24303.0,29284.0,504.0,26236.0,29751.0,557.0,-1933.0,-467.0,-53.0,4.0,8.0,3.0,3.0,6.0,4.0
10619,ESPORTSTMNT02_2552154,paiN Gaming,1981,0,1,12.02,0,0.6966,Red,Senna,Corki,Diana,Rakan,Nautilus,8,15,1.0,0.2423,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,9.0,0.0,1.0,7.0,4.0,0.0,2.0,59416.0,1799.576,2745.371,3268.5613,114.0,3.4528,48.0,1.4538,42.0,259.0,7.8445,56679,35090.0,1062.7966,54300.0,-0.0209567,,907.0,249.0,,,35.0126,16875.0,19216.0,360.0,14301.0,17563.0,318.0,2574.0,1653.0,42.0,2.0,4.0,0.0,0.0,0.0,2.0,26236.0,29751.0,557.0,24303.0,29284.0,504.0,1933.0,467.0,53.0,3.0,6.0,4.0,4.0,8.0,3.0
10642,ESPORTSTMNT02_2552213,KaBuM! e-Sports,1790,1,1,12.02,0,0.9385,Blue,Renekton,Twisted Fate,Viego,Yuumi,,22,6,1.0,0.7374,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,1.0,1.0,7.0,1.0,3.0,0.0,66612.0,2232.8045,2229.6201,1737.5196,94.0,3.1508,47.0,1.5754,38.0,231.0,7.743,60421,40785.0,1367.095,54990.0,0.19982,,785.0,189.0,,,32.648,15892.0,17434.0,307.0,15185.0,18534.0,309.0,707.0,-1100.0,-2.0,3.0,7.0,2.0,2.0,4.0,3.0,26715.0,29141.0,499.0,23307.0,29256.0,493.0,3408.0,-115.0,6.0,7.0,14.0,4.0,4.0,7.0,7.0
10643,ESPORTSTMNT02_2552213,Rensga eSports,1790,0,1,12.02,0,0.9385,Red,Lee Sin,Corki,Caitlyn,Gwen,Akali,6,22,0.0,0.2011,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,7.0,0.0,3.0,45875.0,1537.7095,3085.7095,1767.6872,105.0,3.5196,31.0,1.0391,50.0,214.0,7.1732,46885,27249.0,913.3743,45000.0,-0.19982,,796.0,196.0,,,33.2514,15185.0,18534.0,309.0,15892.0,17434.0,307.0,-707.0,1100.0,2.0,2.0,4.0,3.0,3.0,7.0,2.0,23307.0,29256.0,493.0,26715.0,29141.0,499.0,-3408.0,115.0,-6.0,4.0,7.0,7.0,7.0,14.0,4.0
10666,ESPORTSTMNT02_2552248,FURIA,1585,1,1,12.02,0,0.6057,Blue,LeBlanc,Gwen,Twisted Fate,Kennen,Gnar,14,2,1.0,0.53,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,8.0,1.0,2.0,0.0,40211.0,1522.183,2195.7729,1825.3249,90.0,3.4069,47.0,1.7792,45.0,197.0,7.4574,52142,34596.0,1309.6278,47985.0,0.271883,,755.0,168.0,,,34.9401,16092.0,18169.0,326.0,14568.0,17635.0,318.0,1524.0,534.0,8.0,3.0,4.0,0.0,0.0,0.0,3.0,26490.0,29943.0,543.0,22283.0,28363.0,508.0,4207.0,1580.0,35.0,5.0,9.0,0.0,0.0,0.0,5.0
10667,ESPORTSTMNT02_2552248,INTZ,1585,0,1,12.02,0,0.6057,Red,Corki,Caitlyn,Akali,Jarvan IV,Diana,2,14,0.0,0.0757,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,8.0,0.0,2.0,28848.0,1092.0379,2201.6025,1627.0032,83.0,3.142,31.0,1.1735,32.0,168.0,6.3596,39859,22313.0,844.6562,36500.0,-0.271883,,701.0,144.0,,,31.9874,14568.0,17635.0,318.0,16092.0,18169.0,326.0,-1524.0,-534.0,-8.0,0.0,0.0,3.0,3.0,4.0,0.0,22283.0,28363.0,508.0,26490.0,29943.0,543.0,-4207.0,-1580.0,-35.0,0.0,0.0,5.0,5.0,9.0,0.0
10690,ESPORTSTMNT02_2552282,LOUD,1939,1,1,12.02,0,0.8355,Blue,Akali,Gwen,Leona,Thresh,Aatrox,13,14,0.0,0.4023,1.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,10.0,3.0,0.0,1.0,2.0,4.0,3.0,0.0,70797.0,2190.7272,2923.1047,3214.3476,140.0,4.3321,40.0,1.2378,60.0,261.0,8.0763,58224,37068.0,1147.0242,55800.0,0.117145,,770.0,193.0,,,29.7989,15688.0,17498.0,322.0,16148.0,17544.0,290.0,-460.0,-46.0,32.0,1.0,1.0,5.0,5.0,9.0,1.0,24280.0,29337.0,524.0,25065.0,29214.0,498.0,-785.0,123.0,26.0,2.0,3.0,6.0,6.0,10.0,2.0
10691,ESPORTSTMNT02_2552282,Flamengo Esports,1939,0,1,12.02,0,0.8355,Red,Corki,Renekton,Caitlyn,Camille,Viego,14,13,1.0,0.4332,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,1.0,0.0,4.0,2.0,0.0,3.0,66861.0,2068.9324,2964.6003,2884.2702,101.0,3.1253,51.0,1.5781,49.0,243.0,7.5193,55068,33912.0,1049.3657,49625.0,-0.117145,,849.0,157.0,,,31.1294,16148.0,17544.0,290.0,15688.0,17498.0,322.0,460.0,46.0,-32.0,5.0,9.0,1.0,1.0,1.0,5.0,25065.0,29214.0,498.0,24280.0,29337.0,524.0,785.0,-123.0,-26.0,6.0,10.0,2.0,2.0,3.0,6.0
10894,ESPORTSTMNT02_2552610,RED Canids,1653,1,1,12.02,0,1.1615,Blue,Jayce,Thresh,Corki,LeBlanc,Kennen,21,11,1.0,0.7623,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,3.0,1.0,1.0,9.0,3.0,3.0,0.0,65563.0,2379.7822,2553.7205,2362.5771,78.0,2.8312,17.0,0.6171,36.0,180.0,6.5336,56599,38360.0,1392.3775,48545.0,0.121722,,693.0,169.0,,,31.2886,15995.0,19304.0,337.0,14251.0,18075.0,311.0,1744.0,1229.0,26.0,1.0,1.0,0.0,0.0,0.0,1.0,26325.0,29841.0,512.0,23005.0,29870.0,514.0,3320.0,-29.0,-2.0,3.0,5.0,2.0,2.0,4.0,3.0
