,gameid,teamname,gamelength,result,game,patch,playoffs,ckpm,side,ban1,ban2,ban3,ban4,ban5,teamkills,teamdeaths,firstblood,team kpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
108262,ESPORTSTMNT06_2540393,paiN Gaming,1873,0,1,12.13,0,0.6727,Blue,Zeri,Renata Glasc,Kalista,Gangplank,Lulu,3,18,0.0,0.0961,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,5.0,0.0,1.0,58854.0,1885.339,2678.6332,1638.0032,98.0,3.1393,35.0,1.1212,53.0,196.0,6.2787,47023,26540.0,850.1869,44691.0,-0.112631,,797.0,169.0,,,30.945,14347.0,17232.0,306.0,15647.0,17873.0,313.0,-1300.0,-641.0,-7.0,0.0,0.0,3.0,3.0,5.0,0.0,22231.0,28434.0,506.0,24304.0,30080.0,514.0,-2073.0,-1646.0,-8.0,0.0,0.0,5.0,5.0,7.0,0.0
108263,ESPORTSTMNT06_2540393,KaBuM! e-Sports,1873,1,1,12.13,0,0.6727,Red,Azir,Nautilus,Seraphine,Jinx,Draven,18,3,1.0,0.5766,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,69075.0,2212.7603,2885.0934,2796.7752,113.0,3.6199,53.0,1.6978,52.0,261.0,8.3609,57209,36726.0,1176.4869,50025.0,0.112631,,776.0,214.0,,,31.7138,15647.0,17873.0,313.0,14347.0,17232.0,306.0,1300.0,641.0,7.0,3.0,5.0,0.0,0.0,0.0,3.0,24304.0,30080.0,514.0,22231.0,28434.0,506.0,2073.0,1646.0,8.0,5.0,7.0,0.0,0.0,0.0,5.0
108286,ESPORTSTMNT06_2540411,Rensga eSports,1804,0,1,12.13,0,0.898,Blue,Pyke,Sylas,Wukong,Xin Zhao,Lee Sin,10,17,1.0,0.3326,0.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,3.0,6.0,0.0,2.0,46874.0,1559.0022,3016.2639,2816.6408,100.0,3.3259,48.0,1.5965,43.0,238.0,7.9157,50339,30560.0,1016.408,46600.0,-0.165228,,981.0,179.0,,,38.5809,16145.0,19023.0,329.0,14893.0,18484.0,322.0,1252.0,539.0,7.0,3.0,3.0,1.0,1.0,1.0,3.0,24548.0,30342.0,529.0,26049.0,31724.0,558.0,-1501.0,-1382.0,-29.0,4.0,5.0,3.0,3.0,6.0,4.0
108287,ESPORTSTMNT06_2540411,Miners,1804,1,1,12.13,0,0.898,Red,Seraphine,Yuumi,Lucian,Sejuani,Renata Glasc,17,10,0.0,0.5654,1.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,6.0,3.0,2.0,0.0,73530.0,2445.5654,2479.1907,2105.3548,101.0,3.3592,42.0,1.3969,57.0,234.0,7.7827,60259,40480.0,1346.3415,54993.0,0.165228,,1021.0,216.0,,,41.1419,14893.0,18484.0,322.0,16145.0,19023.0,329.0,-1252.0,-539.0,-7.0,1.0,1.0,3.0,3.0,3.0,1.0,26049.0,31724.0,558.0,24548.0,30342.0,529.0,1501.0,1382.0,29.0,3.0,6.0,4.0,4.0,5.0,3.0
108310,ESPORTSTMNT06_2540426,INTZ,2375,1,1,12.13,0,0.8842,Blue,Gnar,Kalista,Ahri,Azir,Orianna,18,17,0.0,0.4547,0.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,7.0,6.0,0.0,0.0,5.0,3.0,1.0,1.0,97006.0,2450.6779,2735.0653,3128.9432,138.0,3.4863,53.0,1.3389,65.0,297.0,7.5032,69297,43694.0,1103.8484,59800.0,-0.168004,,942.0,219.0,,,29.3305,14837.0,18242.0,338.0,15467.0,18609.0,334.0,-630.0,-367.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,24356.0,29609.0,536.0,24083.0,30232.0,535.0,273.0,-623.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
108311,ESPORTSTMNT06_2540426,Flamengo Los Grandes,2375,0,1,12.13,0,0.8842,Red,Sylas,Renata Glasc,Seraphine,Trundle,Gwen,17,18,1.0,0.4295,1.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,6.0,7.0,1.0,1.0,3.0,5.0,1.0,1.0,79005.0,1995.9158,3356.8674,3614.6021,133.0,3.36,73.0,1.8442,75.0,332.0,8.3874,70592,44989.0,1136.5642,70768.0,0.168004,,934.0,292.0,,,30.9726,15467.0,18609.0,334.0,14837.0,18242.0,338.0,630.0,367.0,-4.0,1.0,1.0,0.0,0.0,0.0,1.0,24083.0,30232.0,535.0,24356.0,29609.0,536.0,-273.0,623.0,-1.0,2.0,1.0,1.0,1.0,2.0,2.0
108334,ESPORTSTMNT06_2540444,Liberty,1792,0,1,12.13,0,0.8036,Blue,Poppy,Gnar,Yuumi,Rumble,Zeri,4,20,0.0,0.1339,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,2.0,55933.0,1872.7567,3131.0156,2423.7388,108.0,3.6161,32.0,1.0714,48.0,187.0,6.2612,42636,22980.0,769.4196,41950.0,-0.247428,,725.0,144.0,,,29.096,14481.0,16265.0,279.0,16426.0,17503.0,309.0,-1945.0,-1238.0,-30.0,2.0,2.0,4.0,4.0,9.0,2.0,22345.0,27508.0,478.0,26068.0,29176.0,524.0,-3723.0,-1668.0,-46.0,2.0,2.0,5.0,5.0,11.0,2.0
108335,ESPORTSTMNT06_2540444,LOUD,1792,1,1,12.13,0,0.8036,Red,Senna,Lucian,Seraphine,Gangplank,Olaf,20,4,1.0,0.6696,1.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,10.0,0.0,1.0,1.0,7.0,0.0,2.0,0.0,71525.0,2394.8103,2715.8705,2440.1451,118.0,3.9509,57.0,1.9085,45.0,273.0,9.1406,60553,40897.0,1369.3192,53795.0,0.247428,,748.0,232.0,,,32.8125,16426.0,17503.0,309.0,14481.0,16265.0,279.0,1945.0,1238.0,30.0,4.0,9.0,2.0,2.0,2.0,4.0,26068.0,29176.0,524.0,22345.0,27508.0,478.0,3723.0,1668.0,46.0,5.0,11.0,2.0,2.0,2.0,5.0
108970,ESPORTSTMNT06_2530590,Miners,2048,0,1,12.13,0,0.5859,Blue,Ahri,Kalista,Gnar,Jarvan IV,Poppy,3,17,0.0,0.0879,0.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,0.0,3.0,62006.0,1816.582,2839.1309,2108.2031,114.0,3.3398,50.0,1.4648,50.0,227.0,6.6504,52840,30572.0,895.6641,51285.0,-0.157453,,901.0,179.0,,,31.6406,14477.0,17476.0,304.0,16446.0,18177.0,305.0,-1969.0,-701.0,-1.0,0.0,0.0,4.0,4.0,14.0,0.0,22872.0,28716.0,491.0,25907.0,30022.0,511.0,-3035.0,-1306.0,-20.0,2.0,4.0,6.0,6.0,15.0,2.0
108971,ESPORTSTMNT06_2530590,paiN Gaming,2048,1,1,12.13,0,0.5859,Red,Sylas,Azir,Seraphine,Swain,Vex,17,3,1.0,0.498,1.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,1.0,1.0,7.0,0.0,3.0,0.0,71521.0,2095.3418,3008.7012,1931.9238,105.0,3.0762,68.0,1.9922,52.0,294.0,8.6133,66984,44716.0,1310.0391,60050.0,0.157453,,904.0,283.0,,,34.7754,16446.0,18177.0,305.0,14477.0,17476.0,304.0,1969.0,701.0,1.0,4.0,14.0,0.0,0.0,0.0,4.0,25907.0,30022.0,511.0,22872.0,28716.0,491.0,3035.0,1306.0,20.0,6.0,15.0,2.0,2.0,4.0,6.0
108994,ESPORTSTMNT06_2530612,FURIA,1536,1,1,12.13,0,1.0938,Blue,Trundle,Seraphine,Taliyah,Jinx,Tryndamere,17,11,1.0,0.6641,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,7.0,2.0,1.0,0.0,66079.0,2581.2109,2671.3672,1825.0781,95.0,3.7109,49.0,1.9141,35.0,238.0,9.2969,52249,35204.0,1375.1563,45793.0,0.135668,,743.0,188.0,,,36.3672,17759.0,19199.0,340.0,15820.0,18278.0,291.0,1939.0,921.0,49.0,5.0,10.0,4.0,4.0,5.0,5.0,30247.0,31832.0,537.0,24110.0,29856.0,456.0,6137.0,1976.0,81.0,11.0,23.0,7.0,7.0,11.0,11.0
108995,ESPORTSTMNT06_2530612,Rensga eSports,1536,0,1,12.13,0,1.0938,Red,Viego,Renata Glasc,Yone,Olaf,Kayle,11,17,0.0,0.4297,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,7.0,0.0,1.0,38658.0,1510.0781,3347.2656,3026.6406,104.0,4.0625,26.0,1.0156,42.0,166.0,6.4844,41676,24631.0,962.1484,39975.0,-0.135668,,655.0,125.0,,,30.4688,15820.0,18278.0,291.0,17759.0,19199.0,340.0,-1939.0,-921.0,-49.0,4.0,5.0,5.0,5.0,10.0,4.0,24110.0,29856.0,456.0,30247.0,31832.0,537.0,-6137.0,-1976.0,-81.0,7.0,11.0,11.0,11.0,23.0,7.0
109018,ESPORTSTMNT06_2530618,LOUD,2129,1,1,12.13,0,1.2118,Blue,Kalista,Taliyah,Sylas,Azir,Swain,26,17,1.0,0.7327,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,8.0,3.0,1.0,1.0,10.0,3.0,1.0,0.0,97875.0,2758.3372,3579.4551,5294.4575,111.0,3.1282,49.0,1.3809,58.0,241.0,6.7919,69118,46024.0,1297.0597,62630.0,0.0967526,,831.0,242.0,,,30.2395,16536.0,18572.0,339.0,16166.0,19005.0,334.0,370.0,-433.0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,26820.0,29036.0,503.0,24048.0,29891.0,514.0,2772.0,-855.0,-11.0,7.0,11.0,3.0,3.0,7.0,7.0
109019,ESPORTSTMNT06_2530618,INTZ,2129,0,1,12.13,0,1.2118,Red,Renata Glasc,Gnar,Ahri,Ashe,Senna,17,26,0.0,0.4791,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,8.0,0.0,0.0,3.0,10.0,0.0,1.0,85452.0,2408.2292,3354.2226,3039.0324,123.0,3.4664,53.0,1.4937,57.0,298.0,8.3983,59022,35928.0,1012.5317,56850.0,-0.0967526,,839.0,206.0,,,29.4504,16166.0,19005.0,334.0,16536.0,18572.0,339.0,-370.0,433.0,-5.0,2.0,5.0,3.0,3.0,2.0,2.0,24048.0,29891.0,514.0,26820.0,29036.0,503.0,-2772.0,855.0,11.0,3.0,7.0,7.0,7.0,11.0,3.0
109054,ESPORTSTMNT06_2530630,KaBuM! e-Sports,1420,1,1,12.13,0,0.9718,Blue,Ahri,Lucian,Viego,Aatrox,Camille,20,3,0.0,0.8451,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,8.0,1.0,2.0,0.0,67557.0,2854.5211,2683.1831,2036.662,66.0,2.7887,33.0,1.3944,31.0,168.0,7.0986,50514,34652.0,1464.169,45558.0,0.271993,,641.0,157.0,,,33.7183,15987.0,19286.0,318.0,15389.0,18030.0,329.0,598.0,1256.0,-11.0,3.0,3.0,1.0,1.0,1.0,3.0,26599.0,31168.0,514.0,23667.0,29601.0,511.0,2932.0,1567.0,3.0,6.0,7.0,3.0,3.0,7.0,6.0
109055,ESPORTSTMNT06_2530630,Liberty,1420,0,1,12.13,0,0.9718,Red,Gnar,Renata Glasc,Poppy,Jarvan IV,Olaf,3,20,1.0,0.1268,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,8.0,0.0,2.0,35090.0,1482.6761,3632.493,2582.0282,75.0,3.169,22.0,0.9296,39.0,136.0,5.7465,35504,19642.0,829.9437,34650.0,-0.271993,,622.0,131.0,,,31.8169,15389.0,18030.0,329.0,15987.0,19286.0,318.0,-598.0,-1256.0,11.0,1.0,1.0,3.0,3.0,3.0,1.0,23667.0,29601.0,511.0,26599.0,31168.0,514.0,-2932.0,-1567.0,-3.0,3.0,7.0,6.0,6.0,7.0,3.0
109090,ESPORTSTMNT06_2530656,Flamengo Los Grandes,1501,0,1,12.13,0,1.3591,Blue,Lucian,Yuumi,Seraphine,Draven,Alistar,12,22,0.0,0.4797,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,6.0,10.0,0.0,1.0,40380.0,1614.1239,3385.0633,2605.6629,74.0,2.958,32.0,1.2791,37.0,160.0,6.3957,42861,26173.0,1046.2225,42008.0,-0.0977438,,646.0,140.0,,,31.4191,18046.0,18648.0,346.0,16078.0,16606.0,292.0,1968.0,2042.0,54.0,4.0,4.0,1.0,1.0,1.0,4.0,26355.0,28769.0,503.0,28878.0,29248.0,470.0,-2523.0,-479.0,33.0,7.0,11.0,9.0,9.0,16.0,7.0
109091,ESPORTSTMNT06_2530656,RED Canids,1501,1,1,12.13,0,1.3591,Red,Wukong,Renata Glasc,Poppy,Trundle,Amumu,22,12,1.0,0.8794,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,2.0,1.0,1.0,10.0,6.0,1.0,0.0,62080.0,2481.5456,2708.6342,2330.6862,80.0,3.1979,30.0,1.1992,28.0,167.0,6.6755,53601,36913.0,1475.5363,46325.0,0.0977438,,641.0,174.0,,,32.5783,16078.0,16606.0,292.0,18046.0,18648.0,346.0,-1968.0,-2042.0,-54.0,1.0,1.0,4.0,4.0,4.0,1.0,28878.0,29248.0,470.0,26355.0,28769.0,503.0,2523.0,479.0,-33.0,9.0,16.0,7.0,7.0,11.0,9.0
113722,ESPORTSTMNT06_2531505,INTZ,1621,0,1,12.13,0,1.0364,Blue,Olaf,Renata Glasc,Sylas,Jarvan IV,Poppy,7,21,0.0,0.2591,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,3.0,52224.0,1933.029,3293.4115,2306.8723,77.0,2.8501,18.0,0.6663,38.0,145.0,5.3671,41446,23534.0,871.0919,39313.0,-0.241934,,685.0,125.0,,,29.9815,14715.0,17732.0,310.0,16291.0,17307.0,317.0,-1576.0,425.0,-7.0,1.0,1.0,2.0,2.0,4.0,1.0,23832.0,29454.0,509.0,25943.0,29195.0,545.0,-2111.0,259.0,-36.0,3.0,8.0,2.0,2.0,4.0,3.0
113723,ESPORTSTMNT06_2531505,KaBuM! e-Sports,1621,1,1,12.13,0,1.0364,Red,Sivir,Taliyah,Kalista,Lissandra,Swain,21,7,1.0,0.7773,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,1.0,1.0,9.0,0.0,3.0,0.0,70296.0,2601.9494,3167.9704,2387.008,87.0,3.2202,32.0,1.1845,38.0,209.0,7.736,57528,39616.0,1466.3541,50133.0,0.241934,,727.0,179.0,,,33.5349,16291.0,17307.0,317.0,14715.0,17732.0,310.0,1576.0,-425.0,7.0,2.0,4.0,1.0,1.0,1.0,2.0,25943.0,29195.0,545.0,23832.0,29454.0,509.0,2111.0,-259.0,36.0,2.0,4.0,3.0,3.0,8.0,2.0
113794,ESPORTSTMNT06_2531522,Rensga eSports,1997,0,1,12.13,0,0.9314,Blue,Kalista,Ahri,Kayle,Wukong,Renata Glasc,16,15,1.0,0.4807,1.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,6.0,10.0,1.0,0.0,3.0,5.0,2.0,1.0,85874.0,2580.0901,2987.8317,2984.9174,105.0,3.1547,58.0,1.7426,43.0,239.0,7.1808,59602,37855.0,1137.356,56150.0,-0.0114743,,790.0,204.0,,,29.8648,14956.0,17306.0,320.0,14913.0,18238.0,340.0,43.0,-932.0,-20.0,1.0,1.0,0.0,0.0,0.0,1.0,24237.0,28660.0,490.0,23167.0,27243.0,480.0,1070.0,1417.0,10.0,6.0,13.0,2.0,2.0,5.0,6.0
113795,ESPORTSTMNT06_2531522,Flamengo Los Grandes,1997,1,1,12.13,0,0.9314,Red,Gwen,Lee Sin,Taliyah,Zoe,Ryze,15,16,0.0,0.4507,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,10.0,6.0,0.0,1.0,5.0,3.0,1.0,2.0,76284.0,2291.9579,3173.8708,3330.015,136.0,4.0861,41.0,1.2318,55.0,259.0,7.7817,62219,40472.0,1215.984,56798.0,0.0114743,,880.0,198.0,,,32.3886,14913.0,18238.0,340.0,14956.0,17306.0,320.0,-43.0,932.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,23167.0,27243.0,480.0,24237.0,28660.0,490.0,-1070.0,-1417.0,-10.0,2.0,5.0,6.0,6.0,13.0,2.0
113866,ESPORTSTMNT06_2531539,paiN Gaming,1775,0,1,12.13,0,0.6423,Blue,Lucian,Zeri,Gnar,Kayle,Viego,4,15,0.0,0.1352,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,0.0,3.0,4.0,0.0,2.0,39937.0,1349.9831,2671.4028,1977.0254,96.0,3.2451,33.0,1.1155,42.0,197.0,6.6592,45458,25975.0,878.0282,42550.0,-0.199037,,802.0,175.0,,,33.0254,14533.0,16950.0,313.0,14974.0,18320.0,320.0,-441.0,-1370.0,-7.0,0.0,0.0,1.0,1.0,0.0,0.0,23712.0,28739.0,529.0,24358.0,29171.0,512.0,-646.0,-432.0,17.0,1.0,2.0,3.0,3.0,5.0,1.0
113867,ESPORTSTMNT06_2531539,Liberty,1775,1,1,12.13,0,0.6423,Red,Poppy,Ahri,Yuumi,Lissandra,Orianna,15,4,1.0,0.507,1.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,2.0,1.0,1.0,4.0,3.0,2.0,0.0,54060.0,1827.3803,2151.4817,1477.8592,103.0,3.4817,45.0,1.5211,45.0,250.0,8.4507,57032,37549.0,1269.262,51955.0,0.199037,,750.0,203.0,,,32.2141,14974.0,18320.0,320.0,14533.0,16950.0,313.0,441.0,1370.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,24358.0,29171.0,512.0,23712.0,28739.0,529.0,646.0,432.0,-17.0,3.0,5.0,1.0,1.0,2.0,3.0
113890,ESPORTSTMNT06_2531557,RED Canids,1934,0,1,12.13,0,0.8687,Blue,Ahri,Seraphine,Yuumi,Zoe,Rumble,8,20,0.0,0.2482,1.0,2.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,10.0,0.0,0.0,6.0,7.0,0.0,2.0,64628.0,2005.0052,2918.1282,2932.3061,108.0,3.3506,41.0,1.272,49.0,233.0,7.2285,54395,33290.0,1032.7818,53325.0,-0.0301617,,846.0,182.0,,,31.8925,15527.0,17516.0,311.0,16008.0,18501.0,323.0,-481.0,-985.0,-12.0,2.0,6.0,3.0,3.0,4.0,2.0,24697.0,28114.0,510.0,24512.0,28738.0,508.0,185.0,-624.0,2.0,3.0,8.0,3.0,3.0,4.0,3.0
113891,ESPORTSTMNT06_2531557,LOUD,1934,1,1,12.13,0,0.8687,Red,Taliyah,Gwen,Lucian,Yone,Olaf,20,8,1.0,0.6205,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,10.0,3.0,1.0,1.0,7.0,6.0,2.0,0.0,74893.0,2323.4643,3051.2513,2508.3971,111.0,3.4436,49.0,1.5202,51.0,265.0,8.2213,63181,42076.0,1305.3568,54958.0,0.0301617,,779.0,205.0,,,30.5274,16008.0,18501.0,323.0,15527.0,17516.0,311.0,481.0,985.0,12.0,3.0,4.0,2.0,2.0,6.0,3.0,24512.0,28738.0,508.0,24697.0,28114.0,510.0,-185.0,624.0,-2.0,3.0,4.0,3.0,3.0,8.0,3.0
113914,ESPORTSTMNT06_2531561,Miners,2490,0,1,12.13,0,0.6024,Blue,Olaf,Renata Glasc,Poppy,Samira,Aphelios,8,17,1.0,0.1928,0.0,2.0,4.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,1.0,0.0,5.0,2.0,0.0,2.0,63082.0,1520.0482,2775.494,2722.3133,131.0,3.1566,74.0,1.7831,62.0,286.0,6.8916,64412,37636.0,906.8916,63850.0,-0.054614,,949.0,209.0,,,27.9036,16537.0,18341.0,336.0,15632.0,18723.0,336.0,905.0,-382.0,0.0,1.0,1.0,2.0,2.0,5.0,1.0,24059.0,28719.0,513.0,23740.0,29083.0,531.0,319.0,-364.0,-18.0,2.0,1.0,3.0,3.0,7.0,2.0
113915,ESPORTSTMNT06_2531561,FURIA,2490,1,1,12.13,0,0.6024,Red,Azir,Gnar,Zeri,Kayle,Orianna,17,8,0.0,0.4096,1.0,4.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,9.0,2.0,0.0,1.0,2.0,5.0,2.0,0.0,88354.0,2129.012,2407.1807,2013.9518,168.0,4.0482,88.0,2.1205,62.0,426.0,10.2651,73327,46551.0,1121.7108,67435.0,0.054614,,1065.0,312.0,,,33.1807,15632.0,18723.0,336.0,16537.0,18341.0,336.0,-905.0,382.0,0.0,2.0,5.0,1.0,1.0,1.0,2.0,23740.0,29083.0,531.0,24059.0,28719.0,513.0,-319.0,364.0,18.0,3.0,7.0,2.0,2.0,1.0,3.0
114610,ESPORTSTMNT06_2531658,Liberty,1735,0,1,12.13,0,0.7954,Blue,Poppy,Yuumi,Zeri,Draven,Gangplank,6,17,1.0,0.2075,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,0.0,5.0,2.0,0.0,1.0,52191.0,1804.8761,2755.6427,1903.8156,87.0,3.0086,46.0,1.5908,49.0,222.0,7.6772,45810,26735.0,924.5533,44608.0,-0.0323545,,719.0,179.0,,,31.0548,16238.0,18163.0,323.0,15238.0,18223.0,327.0,1000.0,-60.0,-4.0,3.0,3.0,1.0,1.0,1.0,3.0,25745.0,29693.0,539.0,24001.0,30053.0,545.0,1744.0,-360.0,-6.0,3.0,3.0,2.0,2.0,3.0,3.0
114611,ESPORTSTMNT06_2531658,INTZ,1735,1,1,12.13,0,0.7954,Red,Seraphine,Taliyah,Wukong,Azir,Zilean,17,6,0.0,0.5879,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,2.0,5.0,1.0,0.0,59255.0,2049.1643,2690.9395,2127.1124,97.0,3.3545,43.0,1.487,43.0,216.0,7.4697,54118,35043.0,1211.8617,46075.0,0.0323545,,769.0,189.0,,,33.1297,15238.0,18223.0,327.0,16238.0,18163.0,323.0,-1000.0,60.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,24001.0,30053.0,545.0,25745.0,29693.0,539.0,-1744.0,360.0,6.0,2.0,3.0,3.0,3.0,3.0,2.0
114718,ESPORTSTMNT06_2531669,Flamengo Los Grandes,1902,0,1,12.13,0,0.7256,Blue,Gnar,Azir,Pyke,Jinx,Draven,6,17,1.0,0.1893,1.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,8.0,1.0,1.0,3.0,4.0,0.0,1.0,45566.0,1437.4132,2870.0,2471.6404,120.0,3.7855,54.0,1.7035,51.0,248.0,7.8233,51678,30900.0,974.7634,50900.0,-0.0753051,,886.0,196.0,,,34.1325,15037.0,18495.0,338.0,14300.0,16982.0,308.0,737.0,1513.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,23405.0,29121.0,536.0,23975.0,29666.0,521.0,-570.0,-545.0,15.0,1.0,2.0,2.0,2.0,5.0,1.0
